================================================================================
DESGLOSE DE JRV Y CARGA ELECTORAL POR DEPARTAMENTO
Elecciones Generales 2025 - Honduras
================================================================================


--------------------------------------------------------------------------------
DEPARTAMENTO: ATLANTIDA (Código: 1)
--------------------------------------------------------------------------------
Total de JRV: 939
Total de Casillas Legislativas (Diputados): 8
Carga Electoral Total: 296,287

JRV por Municipio y Centro de Votación:

  Municipio: LA CEIBA (Código: 1)
    Centro de Votación: CEB CLAUDIO BARRERA
      JRV   183 | Carga Electoral:   346 | Área: URBANA | Sector: COL. SAN JUDAS TADEO
      JRV  5518 | Carga Electoral:   360 | Área: RURAL | Sector: LOS CARAOS
      JRV  5519 | Carga Electoral:   360 | Área: RURAL | Sector: LOS CARAOS
      JRV  5520 | Carga Electoral:   359 | Área: RURAL | Sector: LOS CARAOS
      JRV  5583 | Carga Electoral:   347 | Área: RURAL | Sector: BANDERAS
      JRV  5584 | Carga Electoral:   346 | Área: RURAL | Sector: BANDERAS

    Centro de Votación: ESC. RAMON VILLEDA MORALES
      JRV  5585 | Carga Electoral:   334 | Área: RURAL | Sector: LAS DELICIAS

    Centro de Votación: ESC. TIBOMBO
      JRV  5482 | Carga Electoral:   262 | Área: RURAL | Sector: FINCA TIBOMBO

    Centro de Votación: INST. OFICIAL CHOLOMA
      JRV  5383 | Carga Electoral:   303 | Área: URBANA | Sector: BO. EL BANCO
      JRV  5384 | Carga Electoral:   302 | Área: URBANA | Sector: BO. EL BANCO
      JRV  5385 | Carga Electoral:   302 | Área: URBANA | Sector: BO. EL BANCO
      JRV  5386 | Carga Electoral:   302 | Área: URBANA | Sector: BO. EL BANCO
      JRV  5387 | Carga Electoral:   302 | Área: URBANA | Sector: BO. EL BANCO

    Centro de Votación: LICEO HONDUREÑO
      JRV  5185 | Carga Electoral:   355 | Área: URBANA | Sector: COL. LOS ALMENDROS
      JRV  5186 | Carga Electoral:   355 | Área: URBANA | Sector: COL. LOS ALMENDROS
      JRV  5187 | Carga Electoral:   355 | Área: URBANA | Sector: COL. LOS ALMENDROS
      JRV  5188 | Carga Electoral:   355 | Área: URBANA | Sector: COL. LOS ALMENDROS


  Municipio: OMOA (Código: 3)
    Centro de Votación: CEB. 15 DE SEPTEMBRE
      JRV  5711 | Carga Electoral:   325 | Área: RURAL | Sector: CORTESITO
      JRV  5712 | Carga Electoral:   325 | Área: RURAL | Sector: CORTESITO

    Centro de Votación: CEB. ABRAHÁM RIERA PEÑA
      JRV  5603 | Carga Electoral:   357 | Área: RURAL | Sector: OMOA
      JRV  5604 | Carga Electoral:   357 | Área: RURAL | Sector: OMOA
      JRV  5605 | Carga Electoral:   357 | Área: RURAL | Sector: OMOA
      JRV  5606 | Carga Electoral:   357 | Área: RURAL | Sector: OMOA
      JRV  5607 | Carga Electoral:   357 | Área: RURAL | Sector: OMOA
      JRV  5608 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA
      JRV  5609 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA
      JRV  5610 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA
      JRV  5611 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA
      JRV  5612 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA
      JRV  5613 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA
      JRV  5614 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA
      JRV  5615 | Carga Electoral:   356 | Área: RURAL | Sector: OMOA

    Centro de Votación: CEBG. DIONISIO DE HERRERA
      JRV  5698 | Carga Electoral:   187 | Área: RURAL | Sector: LA CAMISA
      JRV  5699 | Carga Electoral:   186 | Área: RURAL | Sector: LA CAMISA

    Centro de Votación: CEBG. DR. ROBERTO SUAZO CÓRDOVA
      JRV  5642 | Carga Electoral:   286 | Área: RURAL | Sector: POTRERILLOS
      JRV  5643 | Carga Electoral:   285 | Área: RURAL | Sector: POTRERILLOS
      JRV  5644 | Carga Electoral:   285 | Área: RURAL | Sector: POTRERILLOS
      JRV  5645 | Carga Electoral:   285 | Área: RURAL | Sector: POTRERILLOS

    Centro de Votación: CEBG. FRANCISCO MORAZÁN
      JRV  5652 | Carga Electoral:   289 | Área: RURAL | Sector: SAN JOSE DE JALISCO
      JRV  5653 | Carga Electoral:   289 | Área: RURAL | Sector: SAN JOSE DE JALISCO
      JRV  5654 | Carga Electoral:   289 | Área: RURAL | Sector: SAN JOSE DE JALISCO
      JRV  5695 | Carga Electoral:   299 | Área: RURAL | Sector: TULIAN CAMPO
      JRV  5696 | Carga Electoral:   299 | Área: RURAL | Sector: TULIAN CAMPO
      JRV  5697 | Carga Electoral:   298 | Área: RURAL | Sector: TULIAN CAMPO

    Centro de Votación: CEBG. JOSÉ CECILIO DEL VALLE
      JRV  5621 | Carga Electoral:   331 | Área: RURAL | Sector: CORINTO
      JRV  5622 | Carga Electoral:   330 | Área: RURAL | Sector: CORINTO
      JRV  5623 | Carga Electoral:   330 | Área: RURAL | Sector: CORINTO
      JRV  5624 | Carga Electoral:   330 | Área: RURAL | Sector: CORINTO
      JRV  5625 | Carga Electoral:   330 | Área: RURAL | Sector: CORINTO

    Centro de Votación: CEBG. JOSÉ TRINIDAD FIALLOS
      JRV  5702 | Carga Electoral:   311 | Área: RURAL | Sector: SAN MARCOS

    Centro de Votación: CEBG. JUAN MANUEL GÁLVEZ
      JRV  5655 | Carga Electoral:   361 | Área: RURAL | Sector: NUEVO TULIAN
      JRV  5656 | Carga Electoral:   361 | Área: RURAL | Sector: NUEVO TULIAN
      JRV  5657 | Carga Electoral:   361 | Área: RURAL | Sector: NUEVO TULIAN

    Centro de Votación: CEBG. JUÁN LINDO
      JRV  5678 | Carga Electoral:   323 | Área: RURAL | Sector: SAN CARLOS
      JRV  5679 | Carga Electoral:   323 | Área: RURAL | Sector: SAN CARLOS
      JRV  5680 | Carga Electoral:   323 | Área: RURAL | Sector: SAN CARLOS
      JRV  5681 | Carga Electoral:   322 | Área: RURAL | Sector: SAN CARLOS

    Centro de Votación: CEBG. LA PATRIA
      JRV  5701 | Carga Electoral:   177 | Área: RURAL | Sector: SAN ISIDRO

    Centro de Votación: CEBG. MARCO AURELIO SOTO
      JRV  5684 | Carga Electoral:   267 | Área: RURAL | Sector: MUCHILENA
      JRV  5685 | Carga Electoral:   266 | Área: RURAL | Sector: MUCHILENA

    Centro de Votación: CEBG. REPÚBLICA DE GUATEMALA
      JRV  5661 | Carga Electoral:   318 | Área: RURAL | Sector: RIO CHIQUITO
      JRV  5662 | Carga Electoral:   318 | Área: RURAL | Sector: RIO CHIQUITO
      JRV  5663 | Carga Electoral:   318 | Área: RURAL | Sector: RIO CHIQUITO
      JRV  5664 | Carga Electoral:   318 | Área: RURAL | Sector: RIO CHIQUITO

    Centro de Votación: CENTRO COMUNAL
      JRV  5693 | Carga Electoral:   289 | Área: RURAL | Sector: COL. COSTA RICA
      JRV  5694 | Carga Electoral:   289 | Área: RURAL | Sector: COL. COSTA RICA

    Centro de Votación: ESC. ALVARO CONTRERAS
      JRV  5718 | Carga Electoral:   223 | Área: RURAL | Sector: SUYAPA O GARCIA
      JRV  5719 | Carga Electoral:   222 | Área: RURAL | Sector: SUYAPA O GARCIA

    Centro de Votación: ESC. DIONISIO DE HERRERA
      JRV  5690 | Carga Electoral:   349 | Área: RURAL | Sector: MASCA
      JRV  5691 | Carga Electoral:   348 | Área: RURAL | Sector: MASCA
      JRV  5692 | Carga Electoral:   348 | Área: RURAL | Sector: MASCA

    Centro de Votación: ESC. DOMINGO VASQUEZ
      JRV  5686 | Carga Electoral:   340 | Área: RURAL | Sector: CHACHAGUALA ABAJO
      JRV  5687 | Carga Electoral:   340 | Área: RURAL | Sector: CHACHAGUALA ABAJO
      JRV  5688 | Carga Electoral:   339 | Área: RURAL | Sector: CHACHAGUALA ABAJO
      JRV  5689 | Carga Electoral:   339 | Área: RURAL | Sector: CHACHAGUALA ABAJO

    Centro de Votación: ESC. ESTEBAN GUARDIOLA
      JRV  5648 | Carga Electoral:   279 | Área: RURAL | Sector: EL PARAISO
      JRV  5649 | Carga Electoral:   278 | Área: RURAL | Sector: EL PARAISO
      JRV  5650 | Carga Electoral:   278 | Área: RURAL | Sector: EL PARAISO
      JRV  5651 | Carga Electoral:   278 | Área: RURAL | Sector: EL PARAISO

    Centro de Votación: ESC. FRANCISCO MORAZAN
      JRV  5703 | Carga Electoral:   337 | Área: RURAL | Sector: TULIAN RIO
      JRV  5704 | Carga Electoral:   337 | Área: RURAL | Sector: TULIAN RIO
      JRV  5705 | Carga Electoral:   337 | Área: RURAL | Sector: TULIAN RIO
      JRV  5706 | Carga Electoral:   337 | Área: RURAL | Sector: TULIAN RIO

    Centro de Votación: ESC. JOSE CECILIO DEL VALLE
      JRV  5665 | Carga Electoral:   354 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5666 | Carga Electoral:   354 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5667 | Carga Electoral:   354 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5668 | Carga Electoral:   354 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5669 | Carga Electoral:   354 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5670 | Carga Electoral:   354 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5671 | Carga Electoral:   353 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5672 | Carga Electoral:   353 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5673 | Carga Electoral:   353 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5674 | Carga Electoral:   353 | Área: RURAL | Sector: TEGUCIGALPITA
      JRV  5675 | Carga Electoral:   353 | Área: RURAL | Sector: TEGUCIGALPITA

    Centro de Votación: ESC. JOSE TRINIDAD CABAÑAS
      JRV  5682 | Carga Electoral:   360 | Área: RURAL | Sector: CUYAMELITO
      JRV  5683 | Carga Electoral:   360 | Área: RURAL | Sector: CUYAMELITO
      JRV  5709 | Carga Electoral:   363 | Área: RURAL | Sector: LAS DELICIAS

    Centro de Votación: ESC. JOSE TRINIDAD FIALLOS
      JRV  5646 | Carga Electoral:   295 | Área: RURAL | Sector: MILLA TRES
      JRV  5647 | Carga Electoral:   294 | Área: RURAL | Sector: MILLA TRES

    Centro de Votación: ESC. JOSE VICENTE CACERES
      JRV  5626 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5627 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5628 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5629 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5630 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5631 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5632 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5633 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5634 | Carga Electoral:   362 | Área: RURAL | Sector: CUYAMEL
      JRV  5635 | Carga Electoral:   361 | Área: RURAL | Sector: CUYAMEL
      JRV  5636 | Carga Electoral:   361 | Área: RURAL | Sector: CUYAMEL
      JRV  5637 | Carga Electoral:   361 | Área: RURAL | Sector: CUYAMEL
      JRV  5638 | Carga Electoral:   361 | Área: RURAL | Sector: CUYAMEL
      JRV  5639 | Carga Electoral:   361 | Área: RURAL | Sector: CUYAMEL
      JRV  5640 | Carga Electoral:   361 | Área: RURAL | Sector: CUYAMEL
      JRV  5641 | Carga Electoral:   361 | Área: RURAL | Sector: CUYAMEL

    Centro de Votación: ESC. LA DEMOCRACIA
      JRV  5714 | Carga Electoral:   146 | Área: RURAL | Sector: CHACHAGUALA ARRIBA

    Centro de Votación: ESC. LEMPIRA
      JRV  5658 | Carga Electoral:   287 | Área: RURAL | Sector: PUEBLO NUEVO
      JRV  5659 | Carga Electoral:   287 | Área: RURAL | Sector: PUEBLO NUEVO
      JRV  5660 | Carga Electoral:   287 | Área: RURAL | Sector: PUEBLO NUEVO
      JRV  5710 | Carga Electoral:   194 | Área: RURAL | Sector: SANTO DOMINGO

    Centro de Votación: ESC. MANUEL BONILLA
      JRV  5707 | Carga Electoral:   239 | Área: RURAL | Sector: VERACRUZ
      JRV  5708 | Carga Electoral:   238 | Área: RURAL | Sector: VERACRUZ

    Centro de Votación: ESC. MARIO ENRIQUE PRIETO
      JRV  5715 | Carga Electoral:   315 | Área: RURAL | Sector: LA VENADA
      JRV  5716 | Carga Electoral:   315 | Área: RURAL | Sector: LA VENADA
      JRV  5717 | Carga Electoral:   314 | Área: RURAL | Sector: LA VENADA

    Centro de Votación: ESC. PATRIA
      JRV  5620 | Carga Electoral:   122 | Área: RURAL | Sector: BARRA DE CUYAMEL

    Centro de Votación: ESC. PEDRO NUFIO
      JRV  5616 | Carga Electoral:   355 | Área: RURAL | Sector: CHIVANA
      JRV  5617 | Carga Electoral:   354 | Área: RURAL | Sector: CHIVANA
      JRV  5618 | Carga Electoral:   354 | Área: RURAL | Sector: CHIVANA
      JRV  5619 | Carga Electoral:   354 | Área: RURAL | Sector: CHIVANA

    Centro de Votación: ESC. PROHECO N 146
      JRV  5713 | Carga Electoral:   211 | Área: RURAL | Sector: LAS FLORES

    Centro de Votación: ESC. RAMON ROSA
      JRV  5676 | Carga Electoral:   264 | Área: RURAL | Sector: LOS ACHIOTES
      JRV  5677 | Carga Electoral:   264 | Área: RURAL | Sector: LOS ACHIOTES

    Centro de Votación: ESC. SOTERO BARAHONA
      JRV  5700 | Carga Electoral:   188 | Área: RURAL | Sector: BARRA DEL MOTAGUA


  Municipio: PIMIENTA (Código: 4)
    Centro de Votación: CEB BERTILA JESEN
      JRV  5741 | Carga Electoral:   307 | Área: URBANA | Sector: COL. ALEMANIA NO. 2
      JRV  5742 | Carga Electoral:   307 | Área: URBANA | Sector: COL. ALEMANIA NO. 2
      JRV  5743 | Carga Electoral:   306 | Área: URBANA | Sector: COL. ALEMANIA NO. 2
      JRV  5744 | Carga Electoral:   306 | Área: URBANA | Sector: COL. ALEMANIA NO. 2
      JRV  5745 | Carga Electoral:   306 | Área: URBANA | Sector: COL. ALEMANIA NO. 2

    Centro de Votación: CEB JOSÉ CECILIO DEL VALLE
      JRV  5756 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5757 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5758 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5759 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5760 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5761 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5762 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5763 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5764 | Carga Electoral:   336 | Área: RURAL | Sector: SANTIAGO
      JRV  5765 | Carga Electoral:   335 | Área: RURAL | Sector: SANTIAGO

    Centro de Votación: CEB MIGUEL A. CUBERO
      JRV  5720 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5721 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5722 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5723 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5724 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5725 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5726 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5727 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5728 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5729 | Carga Electoral:   361 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5730 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5731 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5732 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5733 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5734 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5735 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5736 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5737 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5738 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5739 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5740 | Carga Electoral:   360 | Área: URBANA | Sector: BO. EL CENTRO

    Centro de Votación: CEB PABLO ZELAYA SIERRA
      JRV  5751 | Carga Electoral:   330 | Área: RURAL | Sector: BO. SUYAPA
      JRV  5752 | Carga Electoral:   330 | Área: RURAL | Sector: BO. SUYAPA
      JRV  5753 | Carga Electoral:   330 | Área: RURAL | Sector: BO. SUYAPA
      JRV  5754 | Carga Electoral:   330 | Área: RURAL | Sector: BO. SUYAPA
      JRV  5755 | Carga Electoral:   329 | Área: RURAL | Sector: BO. SUYAPA

    Centro de Votación: ESC. DR RAUL ALFREDO UGARTE
      JRV  5746 | Carga Electoral:   342 | Área: URBANA | Sector: COL. BARAHONA KM 86
      JRV  5747 | Carga Electoral:   341 | Área: URBANA | Sector: COL. BARAHONA KM 86
      JRV  5748 | Carga Electoral:   341 | Área: URBANA | Sector: COL. BARAHONA KM 86
      JRV  5749 | Carga Electoral:   341 | Área: URBANA | Sector: COL. BARAHONA KM 86
      JRV  5750 | Carga Electoral:   341 | Área: URBANA | Sector: COL. BARAHONA KM 86


  Municipio: POTRERILLOS (Código: 5)
    Centro de Votación: CEB JOSE CECILIO DEL VALLE
      JRV  5775 | Carga Electoral:   331 | Área: URBANA | Sector: BO. SAN JOSE
      JRV  5776 | Carga Electoral:   330 | Área: URBANA | Sector: BO. SAN JOSE
      JRV  5777 | Carga Electoral:   330 | Área: URBANA | Sector: BO. SAN JOSE
      JRV  5778 | Carga Electoral:   330 | Área: URBANA | Sector: BO. SAN JOSE
      JRV  5779 | Carga Electoral:   330 | Área: URBANA | Sector: BO. SAN JOSE
      JRV  5780 | Carga Electoral:   330 | Área: URBANA | Sector: BO. SAN JOSE
      JRV  5781 | Carga Electoral:   330 | Área: URBANA | Sector: BO. SAN JOSE
      JRV  5782 | Carga Electoral:   330 | Área: URBANA | Sector: BO. SAN JOSE

    Centro de Votación: CEB MINERVA
      JRV  5787 | Carga Electoral:   355 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5788 | Carga Electoral:   355 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5789 | Carga Electoral:   355 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5790 | Carga Electoral:   355 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5791 | Carga Electoral:   355 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5792 | Carga Electoral:   354 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5793 | Carga Electoral:   354 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5794 | Carga Electoral:   354 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5795 | Carga Electoral:   354 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5796 | Carga Electoral:   354 | Área: URBANA | Sector: BO. MORAZAN
      JRV  5797 | Carga Electoral:   354 | Área: URBANA | Sector: BO. MORAZAN

    Centro de Votación: CEB. DIONISIO DE HERRERA
      JRV  5816 | Carga Electoral:   310 | Área: RURAL | Sector: LA GARROBA
      JRV  5817 | Carga Electoral:   310 | Área: RURAL | Sector: LA GARROBA
      JRV  5818 | Carga Electoral:   310 | Área: RURAL | Sector: LA GARROBA
      JRV  5819 | Carga Electoral:   309 | Área: RURAL | Sector: LA GARROBA
      JRV  5820 | Carga Electoral:   309 | Área: RURAL | Sector: LA GARROBA

    Centro de Votación: CEB. MIGUEL PAZ BARAHONA
      JRV  5808 | Carga Electoral:   250 | Área: RURAL | Sector: BEJUCO
      JRV  5809 | Carga Electoral:   250 | Área: RURAL | Sector: BEJUCO
      JRV  5810 | Carga Electoral:   250 | Área: RURAL | Sector: BEJUCO

    Centro de Votación: CEB. SALVADOR BUESO BORJAS
      JRV  5811 | Carga Electoral:   354 | Área: RURAL | Sector: SABANA DE SUAREZ
      JRV  5812 | Carga Electoral:   353 | Área: RURAL | Sector: SABANA DE SUAREZ
      JRV  5813 | Carga Electoral:   353 | Área: RURAL | Sector: SABANA DE SUAREZ

    Centro de Votación: ESC. BENITO JUAREZ
      JRV  5814 | Carga Electoral:   231 | Área: RURAL | Sector: EL CARACOL
      JRV  5815 | Carga Electoral:   231 | Área: RURAL | Sector: EL CARACOL

    Centro de Votación: ESC. CLODOVEO OMAR TOVAR
      JRV  5783 | Carga Electoral:   320 | Área: URBANA | Sector: COL. MORELOS
      JRV  5784 | Carga Electoral:   319 | Área: URBANA | Sector: COL. MORELOS
      JRV  5785 | Carga Electoral:   319 | Área: URBANA | Sector: COL. MORELOS
      JRV  5786 | Carga Electoral:   319 | Área: URBANA | Sector: COL. MORELOS

    Centro de Votación: ESC. MARCO A. PINTO
      JRV  5798 | Carga Electoral:   340 | Área: URBANA | Sector: COL. INFOP
      JRV  5799 | Carga Electoral:   340 | Área: URBANA | Sector: COL. INFOP
      JRV  5800 | Carga Electoral:   340 | Área: URBANA | Sector: COL. INFOP
      JRV  5801 | Carga Electoral:   340 | Área: URBANA | Sector: COL. INFOP
      JRV  5802 | Carga Electoral:   340 | Área: URBANA | Sector: COL. INFOP
      JRV  5803 | Carga Electoral:   340 | Área: URBANA | Sector: COL. INFOP
      JRV  5804 | Carga Electoral:   340 | Área: URBANA | Sector: COL. INFOP
      JRV  5805 | Carga Electoral:   339 | Área: URBANA | Sector: COL. INFOP
      JRV  5806 | Carga Electoral:   339 | Área: URBANA | Sector: COL. INFOP
